country_name,region_code,country_code,gdp_ppp_current_international,population_total,population_cgr_1960_2015,internet_users_per_100_people,popltn_largest_city_of_urban_pop,2014_life_expectancy_at_birth_total_years,literacy_rate_adult_female_of_females_ages_15_and_above,exports_of_goods_and_services_of_gdp
Sierra Leone,AF,SLE,10264448142.23676,6453184,0.01991329076610726,2.5,0.3907382685213097,50.87878048780488,38.1814498901367,0.19805272164251447
El Salvador,MA,SLV,52701274341.46365,6126583,0.014584557293398248,26.915075328277,0.2687102619749786,72.75456097560976,85.6079177856445,0.25958793355563975
San Marino,EU,SMR,,31781,0.01326826643453538,,,,,
Somalia,AF,SOM,,10787104,0.02511815072202528,1.76,0.5010863939876355,55.35480487804879,,0.14463295817235008
Serbia,EU,SRB,95698115721.30048,7098247,,65.3170254003801,0.29970159427827886,75.53414634146344,96.9917831420898,0.47690059807196195
Sub-Saharan Africa (excluding high income),,SSA,3695934634404.1606,1000888081,0.027242695482026846,22.38466453393504,0.2831097364244197,58.55747868393391,,0.29066509335659807
South Sudan,AF,SSD,22829044890.797466,12339812,0.026328207790907276,17.9297872340426,0.13838909005343095,55.682219512195125,25.3930606842041,0.09776991661860487
Sub-Saharan Africa,,SSF,3698468095511.0664,1000980981,0.02724101672919499,22.388059709862073,0.2831097364244197,58.55885495677451,,0.29066509335659824
Small states,,SST,837506742105.0535,38050062,0.018021259305434745,41.93455097457608,,67.83853585712798,,0.5268831098608707
Sao Tome and Principe,AF,STP,,190344,0.0199411925456483,25.822248798856,,66.38460975609757,87.9602890014648,
Suriname,SA,SUR,9214038854.386213,542975,0.011470356906897017,42.763827782511,,71.15143902439026,94.9679489135742,0.40596441093577096
Slovak Republic,EU,SVK,156632171962.58682,5424050,0.0052440281790240295,85.019514056785,0.13782074875257208,76.71463414634147,,0.9379511930196693
Slovenia,EU,SVN,64229460444.00304,2063768,0.004813834955883722,73.0987,,80.51951219512196,99.6979522705078,0.7783577907387034
Sweden,EU,SWE,454867696457.4737,9798871,0.004910418906983294,90.6102,0.17667944954994713,81.9560975609756,,0.4520380106157291
Swaziland,AF,SWZ,10844690880.242939,1286970,0.023998093725796643,30.382700656117,,48.934731707317084,87.4980392456055,
Sint Maarten (Dutch part),MA,SXM,,38817,,,,,,
Seychelles,,SYC,2533705610.705601,92900,0.014670618225285814,58.118697567706,,73.22926829268293,95.8478469848633,
Syrian Arab Republic,ME,SYR,,18502413,0.02565849646310636,29.979797235769,0.33388443356055086,70.0710243902439,80.7249374389648,
Turks and Caicos Islands,MA,TCA,,34339,0.03311116457973018,,,,,
Chad,AF,TCD,30480978104.133778,14037472,0.028437813561952074,2.70000000055,0.3994933996119656,51.55580487804879,31.7542991638184,0.2983252710772948
East Asia & Pacific (IDA & IBRD countries),,TEA,25938732918444.34,2009929013,0.015024603951280024,44.98204897078281,0.07510453170896436,74.03477400293592,,0.25269047250384946
Europe & Central Asia (IDA & IBRD countries),,TEC,8514772143353.657,453562136,0.007002528187304957,60.718746480696396,0.17364837339621741,72.39720521003423,,0.352748275023798
Togo,AF,TGO,10663199059.352303,7304578,0.02822277510353799,7.12,0.3276004880785914,59.655804878048784,55.3026809692383,0.45816206663064984
Thailand,SE,THA,1108108240372.2988,67959359,0.016654803937122598,39.3161267365004,0.2707794636466225,74.42202439024392,92.5984420776367,
Tajikistan,ME,TJK,23578506359.568295,8481855,0.026028733996288356,18.980000000495,0.362003600970237,69.5979756097561,99.736572265625,
Turkmenistan,ME,TKM,88656834285.516,5373502,0.02234687561377391,14.996774820447,0.27743897790004907,65.59853658536586,99.6298675537109,
Latin America & the Caribbean (IDA & IBRD countries),,TLA,9485576390867.87,616862604,0.01974107232560729,54.70371767655718,0.22398103663659483,74.83097561595102,,0.20310748373065501
Middle East & North Africa (IDA & IBRD countries),,TMN,,358138798,0.0238589142279233,37.95898158319783,0.24765953862677625,72.25962930419162,,
Timor-Leste,SE,TLS,2812566001.640828,1245015,0.016743078559807056,13.4,,68.25914634146342,59.5065803527832,
Tonga,AF,TON,,106170,0.009946958314965393,44.999518833326,,72.79219512195124,99.4452285766602,
South Asia (IDA & IBRD),,TSA,9862148895906.42,1744161298,0.020476404352264055,23.627941115101414,0.11543696161563277,68.12104459682145,,
Sub-Saharan Africa (IDA & IBRD countries),,TSS,3698468095511.0664,1000980981,0.02724101672919499,22.388059709862073,0.2831097364244197,58.55885495677452,,0.2906650933565982
Trinidad and Tobago,MA,TTO,44334128741.94095,1360088,0.008616124969667238,69.198470608693,,70.44056097560976,98.7023315429688,0.3467248436352783
Tunisia,ME,TUN,126598208594.34094,11107800,0.017749248238168702,48.519835991689,0.2684948137804262,74.1439024390244,72.8023223876953,
Turkey,ME,TUR,1543283930048.4185,78665830,0.0192573913773737,53.7449791423583,0.24531332800781538,75.16351219512195,92.9012222290039,0.2796181623646008
Tuvalu,PA,TUV,,9916,0.008860942686066409,42.7,,,,
Tanzania,AF,TZA,138461029363.90836,53470420,0.030812859381683877,5.355144064127,0.3026857101946461,64.94390243902438,76.0897827148438,0.20782876225160143
Uganda,AF,UGA,71246084678.66118,39032383,0.032314855220225924,19.221099634407,0.30799935843213033,58.46641463414635,66.784797668457,0.17487958557493039
Ukraine,EU,UKR,339154695997.67816,45198200,0.0010504632188301777,49.26,0.09339051902827493,71.18658536585367,99.7397079467773,0.527690408182442
Upper middle income,,UMC,41065000591415.15,2593742810,0.014497801012168576,52.13786915858146,0.12718456322841495,74.43883867350435,,0.2494911699400746
Uruguay,SA,URY,72750983105.37854,3431555,0.0054946893460186,64.6,0.521863092004064,76.98614634146341,98.8039093017578,0.22301914630160574
United States,NA,USA,17946996000000,321418820,0.010528994927589297,74.55,0.07087656782674628,78.94146341463414,,0.12556001015434562
Uzbekistan,ME,UZB,187667827321.4324,31299500,0.0233604091321582,42.8,0.19778101737795692,68.33902439024392,99.9958267211914,0.20665249640660213
St. Vincent and the Grenadines,MA,VCT,1207197881.3890197,109462,0.005501815773262475,51.77,,72.93685365853659,,0.25084476889554835
"Venezuela, RB",SA,VEN,,31108083,0.024659817231776238,61.869248094278,0.10534169911638816,74.23619512195121,95.7081832885742,
British Virgin Islands,MA,VGB,,30117,0.02431189059234673,,,,,
Virgin Islands (U.S.),MA,VIR,,103574,0.021585122172089743,54.839137296,,79.77317073170734,,
Vietnam,SE,VNM,552297374127.6396,91703800,0.017803641334377396,52.720000000055,0.23689431474809272,75.62912195121952,92.8436584472656,0.8977924863732695
Vanuatu,PA,VUT,,264652,0.026233010968133685,22.351404582536,,71.91831707317074,83.6761779785156,
West Bank and Gaza,ME,PSE,22154578415.844437,4422143,,57.42419241388,0.18748788596262161,72.90402439024392,94.8076705932617,0.1832158013472794
World,,WLD,113653546713236.8,7346633037,0.01620281717339589,43.99831479143216,0.16304008369600662,71.45499815661294,,0.29143337253110335
Samoa,PA,WSM,1144453766.116808,193228,0.010523810785978416,25.407009766593,,73.51182926829269,99.1247863769531,0.272
"Yemen, Rep.",ME,YEM,,26832215,0.030406653097969194,25.09951439988,0.3189829451246646,63.81819512195121,54.8506317138672,
South Africa,AF,ZAF,723515991686.1597,54956920,0.02113496016601113,51.919115722747,0.2639147107175504,57.18212195121952,93.4289321899414,0.3089723181405544
"Congo, Dem. Rep.",AF,COD,60482256091.82517,77266814,0.029945054630920787,3.799999507273,0.35289634814897836,58.65919512195123,65.897346496582,0.2949043931917991
Zambia,AF,ZMB,62458409612.21366,16211767,0.03084302281842155,21,0.3285214342272043,60.04704878048781,80.5669708251953,
Zimbabwe,AF,ZWE,27984877194.652447,15602751,0.026248661703879295,16.36,0.29720855809121444,57.498317073170746,85.2851333618164,0.2624502756287617
